ID,projects,UTC of create,UTC of last modify,UTC of buggy commit,UTC of fix commit,defect file hash,fix file hash
890,SeleniumHQ/selenium,2013-01-14T21:40:56Z,2023-06-21T09:31:05Z,2019-09-28T18:36:58Z,2019-10-12T18:01:06Z,1c0d72aecb8bdcd6299cfc1ec00e9d0d8f6ce2aa8b735abcc15f0667a1ebc31a,e7b2c4cac4bd7c2712e093c1daa3f3a09fd8937af22555e3678afd15897a6772
891,SeleniumHQ/selenium,2013-01-14T21:40:56Z,2023-06-21T09:31:05Z,2016-10-11T16:44:21Z,2016-12-23T21:01:08Z,5401126a94f4a4d2bfea0d560968790e5232fa576b907de3ff38f3d5d39cc932,9a9739d5c3542b7bb79a26a2cacad143550939db86548f400f3babf832ec7abb
892,SeleniumHQ/selenium,2013-01-14T21:40:56Z,2023-06-21T09:31:05Z,2013-01-14T21:40:56Z,2008-07-18T19:26:09Z,1c8f39049a02d696f5094dce90e42238a8e7c248c6b50197323aba7062980f1b,5019546fe6383cee8b00cf973cf52b5a603cd9192e3b899342656153c589da30
893,sepinf-inc/IPED,2015-06-12T11:26:40Z,2023-06-22T21:07:18Z,2020-07-03T18:38:25Z,2022-06-09T22:13:25Z,b01aa8271794fbfad62b226e2fe864c276fa7bee42db8c2b0e1964c92b518cba,6d7ef2c39f54c7bf06627a6ce15647a9ad77ef2192331641681895769550d302
894,sepinf-inc/IPED,2015-06-12T11:26:40Z,2023-06-22T21:07:18Z,2021-02-25T12:41:07Z,2021-03-08T21:22:26Z,bd18e1c3f81049c408c60204389892b4e0d101f2592a4f429eb61c023c2f3d8b,9ff67a8837f04fcd6bfd5ed46090d2d4cb7e77159bc10780c306a969711eb96c
895,sepinf-inc/IPED,2015-06-12T11:26:40Z,2023-06-22T21:07:18Z,2020-07-07T17:28:08Z,2021-02-10T17:34:43Z,b3f000d01a4ffebffe86568be34070f796d4dcaea95c29546cac966b80742aab,b03365af83dbd1d147fc73269bb667963fe734b0883c04ef509afebab0f65d41
896,sepinf-inc/IPED,2015-06-12T11:26:40Z,2023-06-22T21:07:18Z,2020-08-12T20:29:03Z,2020-08-12T21:12:27Z,c93aafe49b9293ca18639a7aa0c2a81494cf88c99a11189f104e8795e9ab93de,9cb77010ea573dcc34db3ba9d89138591fec3e37bb403c676feee9bf271931b6
897,sepinf-inc/IPED,2015-06-12T11:26:40Z,2023-06-22T21:07:18Z,2022-10-03T20:20:54Z,2022-10-04T20:38:03Z,1461a8dbd876454ca9ddc541d498f322ac6122ba5b8f715c3dd1c0344bcbdbba,8c73829d23031fd2b65dd9f12b936ce7af9d56b63b3430309632042751acfe8c
898,sepinf-inc/IPED,2015-06-12T11:26:40Z,2023-06-22T21:07:18Z,2022-03-22T14:08:52Z,2022-03-24T14:30:25Z,c573bf1b0b0f7c674ece5a34013f81d3098b0d17a69188ab968734275391ef2c,c9fe0785c4ee80e751d86373285be0e045d3b31274cfec354def7e364b40cf4f
899,Sketchware-Pro/Sketchware-Pro,2021-03-30T14:40:50Z,2023-06-23T16:56:57Z,2022-11-20T23:36:37Z,2023-03-24T14:39:32Z,2ea4f63e3de9fdb701028caf57693c91ac433ce38c47b0aecda3413e2d9cbeef,eebba70e4cc15e01f56c1907e2b7a3ffdc4bd167f61e96811adf76525d633c89
900,skylot/jadx,2013-03-18T17:08:21Z,2023-06-20T17:36:38Z,2021-11-08T15:18:30Z,2021-11-18T15:58:20Z,ee0a5d8936b41b335d0979633725f01c4d590ff71075161fa62857c784dfe91b,e7b21a6f61f14e0c28bc9fb1bbc516b6278274c73f7895b3480d3113d44dd878
901,skylot/jadx,2013-03-18T17:08:21Z,2023-06-20T17:36:38Z,2018-10-24T18:21:17Z,2018-10-24T18:30:36Z,4e385694627fa0de5df37182df018d3030078f4f44405990653d9f6a8957726e,e8bd6f21ad005d96361bbc736deebbd5981c02f952f1c4e12910123feaf06c7d
902,skylot/jadx,2013-03-18T17:08:21Z,2023-06-20T17:36:38Z,2018-10-24T18:21:17Z,2018-10-24T18:30:36Z,4e385694627fa0de5df37182df018d3030078f4f44405990653d9f6a8957726e,e8bd6f21ad005d96361bbc736deebbd5981c02f952f1c4e12910123feaf06c7d
903,SkyTubeTeam/SkyTube,2015-11-20T11:48:20Z,2023-06-15T07:47:21Z,2020-09-17T20:44:13Z,2020-12-13T19:21:36Z,e0df919fe078398521babbbdf66ee8fbfd16c4d5fbd43f69e4fbc5857dc41bcd,99855e5f5534e738bc3bd42086a9e7d0f84d2c6108dec93b3c7280e435a61304
904,SkyTubeTeam/SkyTube,2015-11-20T11:48:20Z,2023-06-15T07:47:21Z,2020-06-28T18:18:46Z,2020-12-13T19:21:36Z,d9283187bc24081022c9fe5579f11aad131a974a9371fa3593f23a7cff7c6651,c6428bc46705baa33d4d1410c1210a396a6452691d54a29b7729a5d647516085
905,SkyTubeTeam/SkyTube,2015-11-20T11:48:20Z,2023-06-15T07:47:21Z,2020-09-17T20:44:13Z,2020-12-13T19:21:36Z,f6a5f1458aee22ef54030eba7a8bcd6965e095d501a4c636646746be9b72bcfd,888d701f2ad33928c3e16c3c902eb338fbf315fc3d964cd452f65d5a1ba8dd01
906,SkyTubeTeam/SkyTube,2015-11-20T11:48:20Z,2023-06-15T07:47:21Z,2020-12-08T23:16:45Z,2020-12-13T19:21:36Z,928a4a356b6c6df0a4e9a90e72d952b701c9f1a9c8c33860657f23472f2acf0b,e5ff41176b67bd6b2fb4a9cd2c338a4c8980d6d31ac518b78af501eab2050fd9
907,SkyTubeTeam/SkyTube,2015-11-20T11:48:20Z,2023-06-15T07:47:21Z,2020-12-08T23:16:45Z,2020-12-13T19:21:36Z,928a4a356b6c6df0a4e9a90e72d952b701c9f1a9c8c33860657f23472f2acf0b,e5ff41176b67bd6b2fb4a9cd2c338a4c8980d6d31ac518b78af501eab2050fd9
908,SkyTubeTeam/SkyTube,2015-11-20T11:48:20Z,2023-06-15T07:47:21Z,2018-01-02T15:09:23Z,2020-12-13T19:21:36Z,044871044f8915bebd050005cbad68d1736c1873c1eb334af8b84457e99215da,1593fe5c2a11b4e1fbc2ac71626b1be8f494796652fc97e4373564ff40779d71
909,sleuthkit/autopsy,2011-10-05T02:11:11Z,2023-06-20T22:16:05Z,2019-11-14T19:50:53Z,2019-11-14T20:16:10Z,22fabeaee98e6f2f693987906f7a1b3c364080d4b626fa6a7565d3c50d38206b,f34c5aaac7d69b058a4f7c0f82b25e06e77eaaaad3ded4f3757229bc9a8cea75
910,sleuthkit/autopsy,2011-10-05T02:11:11Z,2023-06-20T22:16:05Z,2019-03-01T19:45:57Z,2019-03-04T15:42:43Z,ad8f4cf1cc4d48c3f327d0e0cdbd750169d0b2d4b55eefff94f5a5c99eb19d32,654b6268a5465f0c7cedb33ea4db34ce4b2852e35761daa0fb93ecc32c27e737
911,sleuthkit/autopsy,2011-10-05T02:11:11Z,2023-06-20T22:16:05Z,2018-11-08T22:26:27Z,2018-11-08T22:45:07Z,7c64d4d63869d8de4c5cacd0b97e81d35a590a3dbad468a8516e46820503bb15,e1dae544be7cad5a4a4ded37d45ec2dea6c6c4642832ef4038961d076a4c4bf6
912,sleuthkit/autopsy,2011-10-05T02:11:11Z,2023-06-20T22:16:05Z,2018-03-01T18:55:41Z,2018-03-06T11:53:23Z,a1129bb8b6df07c79e00f5580f7da907d86784b7024715163d034acf9927d712,724ba60f910257ebdebec1b9de30f52209e5a6d6b21803222af8e803ffd8972f
913,sleuthkit/autopsy,2011-10-05T02:11:11Z,2023-06-20T22:16:05Z,2015-06-26T18:19:06Z,2015-06-30T20:43:22Z,28aa7afe0c931a755ee69850a639579b2f9b83989c1b03cfdc5951981bb32d6b,eaa4e0dfe4d92b377bf85691f7bc96a33989a122673406191a441b4298928afb
914,sleuthkit/autopsy,2011-10-05T02:11:11Z,2023-06-20T22:16:05Z,2013-04-12T14:57:40Z,2013-04-12T17:01:14Z,a90067607eccf629af5f9e123fbd82b6824afe1f382f56949c9fe46891899d4b,198830111a6e85a361a1fc76e215caa33253c8e19ac9c7263a6829b3249c912a
915,sofastack/sofa-jraft,2019-03-04T10:13:43Z,2023-06-13T02:48:53Z,2019-03-04T10:13:43Z,2019-03-07T13:03:50Z,b4d8b23dbb2586c31a7dfa7a956a94beb7947bec9bf723b0dbfc292ee5cc748a,9a17bc49f37ca68cc473cc57f5b1f8db0576c452a5ca8e09e4c1a8b05e5c1a5d
916,SonarOpenCommunity/sonar-cxx,2012-10-09T12:48:03Z,2023-06-20T16:57:26Z,2017-12-29T17:58:11Z,2018-01-09T07:17:29Z,d1c70ab81a56efecc7df3b74921eb0e6516975c540781e3027a75759e997e1d8,1df54fc5817ded2f0100e883ea70ae37adbbb53d647416198dfc6fab2c632125
917,soot-oss/soot,2012-06-20T12:41:19Z,2023-06-22T14:27:49Z,2016-05-31T12:41:17Z,2016-06-15T17:04:45Z,8e08c870e87d7395db812ec67337fe41dadbed636b44ac5368d9813b42da6441,140da250796754185346871a9b1363bde5db7ad5ed01bcd6f9d4244fbd59177f
918,soot-oss/soot,2012-06-20T12:41:19Z,2023-06-22T14:27:49Z,2016-08-15T21:03:35Z,2016-09-23T00:49:01Z,d9d1fe0cb0f4a05e5ad1180455f5a32d0c7307ba6d11f25671e59abed3bf5297,8fa406d5cccd494be4635b4e3a991f9f6469a256674bf4d4719d908f17ff8a7d
919,SpongePowered/SpongeAPI,2014-09-07T20:39:25Z,2023-06-17T05:09:18Z,2016-03-03T02:01:27Z,2016-03-08T13:37:11Z,9d79b4c6afe2bc4770fed8028dad7c7275eb69e0e6ba1d5fa018c636084eabc5,f3bdc27105232d3d2c840b730f3c8e78f2e59d052f1e0619d2d5c4e4bba20590
920,spotbugs/spotbugs,2016-11-04T22:18:08Z,2023-06-20T00:41:04Z,2004-02-16T19:57:03Z,2004-04-22T13:47:55Z,e7f0454b4c0c5d16a478d766086c216921a6b0f248837b122aa479c891392d98,ed413402cb31bde808229ddb1e1c09d5a49b775c0b185f3aafa3e4f5ea7d2a47
921,spotify/docker-client,2014-06-04T13:22:10Z,2022-01-24T12:57:44Z,2015-08-05T12:37:36Z,2016-02-17T09:50:39Z,976ecaf5a3e2045cd8c7f5fe9e70b5a5298bf3a97156732c4d36298d001cecfd,9c56977e47c47c58241de6c463ce589fb508060cfccf9e0492184a9a302505fc
922,spotify/heroic,2015-05-29T05:20:53Z,2021-03-26T19:35:27Z,2019-07-11T14:51:20Z,2021-01-12T18:33:16Z,ea32e06304cf764060979e2d4839b8b6e6b1c40b8e9ec0b8748efcba54f3418c,6401a3a1f7e605cedb24a7274c3f86f3f672fc3975ac5ba0d202b7cfab1279b8
923,spring-projects/spring-boot,2012-10-19T15:02:57Z,2023-06-21T09:46:50Z,2020-04-03T07:34:27Z,2020-04-07T06:48:37Z,332f4e3bdb22d34e0b61d05801be984d48f081278a31f7a180a90e688f53cd18,a156d6f5497f8a7f44e102b4c44e43e39fd33533607adbb98f3a0d209a559630
924,spring-projects/spring-boot,2012-10-19T15:02:57Z,2023-06-21T09:46:50Z,2019-06-07T09:46:31Z,2019-09-18T16:49:24Z,ed8f16bc7b3bf3358815774ff9a8cb98d4ea45c16956d190c2172aa3663992f6,b29b9f6d6a24e5121d4dcd754e01d3bfaa216e8971a816cf4d13b900ed7a266b
925,spring-projects/spring-boot,2012-10-19T15:02:57Z,2023-06-21T09:46:50Z,2019-06-07T09:46:31Z,2019-09-18T16:49:24Z,ed8f16bc7b3bf3358815774ff9a8cb98d4ea45c16956d190c2172aa3663992f6,b29b9f6d6a24e5121d4dcd754e01d3bfaa216e8971a816cf4d13b900ed7a266b
926,spring-projects/spring-boot,2012-10-19T15:02:57Z,2023-06-21T09:46:50Z,2019-06-07T09:50:34Z,2019-06-12T11:59:14Z,d53e837a38734e0d25f5a9711398cd6c76ec2d36494dc3cce8b4030cb6434af4,a6c9505f31922dcc81685438bddfc1392dd7edca7e2073c9442b548e75bf7dc9
927,spring-projects/spring-boot,2012-10-19T15:02:57Z,2023-06-21T09:46:50Z,2017-10-04T23:34:23Z,2018-01-17T12:54:50Z,82be03bd531f42e129789521f34d6ce1c7c83dc537248af25f329473e3f23e49,481e5faf1b1263fcef11dcc652df2feb3d2390d2d248a67ef93d4cc34ccac490
928,spring-projects/spring-boot,2012-10-19T15:02:57Z,2023-06-21T09:46:50Z,2017-12-08T19:13:07Z,2018-01-17T12:54:50Z,2c8f0349724e712afc13a5e0dfebf51baba50daeb69f3f902b57c920dd605546,0102be9c52cf920586dbc19e7e2275697662bc39b3eef08e323c289a385b5b8d
929,spring-projects/spring-boot,2012-10-19T15:02:57Z,2023-06-21T09:46:50Z,2017-10-10T18:56:13Z,2018-01-17T12:54:50Z,32471a58d3bb128444cfb807ff2d78293f7174a4696d5c48f8c45955a65321f9,e32cb6fc3534d7a6e4743c903d477e6a30d27560b0db028636f6cb0562d76977
930,spring-projects/spring-boot,2012-10-19T15:02:57Z,2023-06-21T09:46:50Z,2017-10-04T23:34:23Z,2017-12-27T15:44:27Z,ca2f1497c633c5c34b6d61dd5b2b07b56905796b02ab1a54158a83f382a1c767,c3b99d9cd0661dbeb070f04eaf4c427660611cd9fb35ef9f3c6050a3d6273a60
931,spring-projects/spring-boot,2012-10-19T15:02:57Z,2023-06-21T09:46:50Z,2017-01-27T16:41:09Z,2017-05-23T16:34:35Z,70cf35e6000d3ce24d0affd30f40fe780cbdb60fdc03db8b76433232125d4482,f38f9d8443596c07267445a1ea3fb72738e4558b515083f21a2274218d63dc92
932,spring-projects/spring-framework,2010-12-08T04:04:45Z,2023-06-21T08:00:41Z,2023-01-16T18:24:30Z,2023-02-28T15:10:05Z,3d5d90eb8a85608e4dfb509f3de86dcc5135709016221d0d95adb18392b3f1d6,8767c7374749c7d00ecf933f7431c4413bde1e4c5a7d22ea0af3692244ef1329
933,spring-projects/spring-framework,2010-12-08T04:04:45Z,2023-06-21T08:00:41Z,2022-09-28T11:47:44Z,2022-09-28T11:47:55Z,37f8c5d9285d871e2f1b17abcedbd736a93df186c318a798c43aee4c09dcc932,f935a1e615dfa49d08410ab42631e323ad6cfce7c4371ddf65b48204fb6961d9
934,spring-projects/spring-framework,2010-12-08T04:04:45Z,2023-06-21T08:00:41Z,2017-09-29T17:04:03Z,2017-10-30T09:39:18Z,7d602a1c2c7ca96c0679be2b2e826f5fa695a9b5be5d8f19acebb0dc53319db0,bddcd39d4f64d6094f50670f506a80fc0efb5c425b5f4bb9478546458e02ad67
935,spring-projects/spring-framework,2010-12-08T04:04:45Z,2023-06-21T08:00:41Z,2017-05-01T22:00:08Z,2017-05-03T12:51:22Z,26e65d4a2218d706c3a84ee3ef10874918b519bd1b58a28db261cc07bf30d03e,b55f39d0e59bd4baf98568b63c92fbefd7bde026fd19c5fc95b3385e3466b9ed
936,spring-projects/spring-framework,2010-12-08T04:04:45Z,2023-06-21T08:00:41Z,2014-03-21T05:29:29Z,2014-03-23T02:59:39Z,7c1f883a292036b2c68103c41b0aa50d932043d1d15dffdc9be28327c9740072,a6ff642f313fb756148ca383065c29a91b4df6b45ecf6bfeb66eda7551395028
937,spring-projects/spring-framework,2010-12-08T04:04:45Z,2023-06-21T08:00:41Z,2018-01-19T20:30:37Z,2018-02-09T09:12:55Z,7a4c68a85badbbcac514067d75336245b3e1cc962ef2dc4c0e9a6e542e8c84e4,74e437ddd7565050c8756ac458d16020a6de36b4a1470af6d696a538fac2b135
938,spring-projects/spring-framework,2010-12-08T04:04:45Z,2023-06-21T08:00:41Z,2018-01-09T21:20:22Z,2018-02-09T09:12:55Z,05e5434c4a9bbf1528b30773a203c7da28c74f03bd43841fad6ab2d105fdced2,9ec12d81d28bc7f6d33687c1184d8aa39ec4772398a617c9ee44034f340bc788
939,spring-projects/spring-integration,2011-07-22T21:47:27Z,2023-06-22T21:51:24Z,2020-07-22T16:07:05Z,2022-01-18T22:14:33Z,aa8beac1ebecbeaf46f977ed5151891d376e7c4bd8f5081dd5e9079d9cc9adee,014c472c906a827c78c26953a9265670ae82e13b4cd3c9272030d51f8fd92bc7
940,spring-projects/spring-integration,2011-07-22T21:47:27Z,2023-06-22T21:51:24Z,2017-05-25T15:23:30Z,2018-10-05T16:17:50Z,5a84d8ee4cf5e8011ff6c24de1bea2e8c4108d9de3ac395ca32685dfd9f6bb13,607a725167542cb070a3281ed32121f04431be0b6bfb9d4b6a4232abfd2844d7
941,spring-projects/spring-integration,2011-07-22T21:47:27Z,2023-06-22T21:51:24Z,2013-02-14T17:05:08Z,2013-04-29T03:29:03Z,4a8dfe7cdfd87f107ad23b9089029e29a319b0e05e9fb05c50a022011d06a9a0,9ee5efb32f63ac08e8fdc384471c99f0c512ba99dc7be14f3a920cbfece5d6d9
942,spring-projects/spring-integration,2011-07-22T21:47:27Z,2023-06-22T21:51:24Z,2011-05-06T16:26:41Z,2011-06-23T18:46:41Z,32e05beb9211cb70a467549c4f787689dc56d98a0a788d556c9865d0361a1e42,a9578abf293c8869e22b4ca290665a5a54b38dc8bef6e04d332c3feba64cd72e
943,spring-projects/spring-kafka,2016-03-02T17:01:33Z,2023-06-22T02:21:40Z,2021-01-27T20:52:18Z,2021-03-03T16:28:03Z,56ee13b6231e3448858b7eb200125953611952c9d0ade21e841cce71c716920d,39e179b9d285c12e9c5129d271f51d8ddaf5baa1ffa2f3f738d38493bd0148c0
944,spring-projects/spring-kafka,2016-03-02T17:01:33Z,2023-06-22T02:21:40Z,2018-07-19T16:04:57Z,2018-07-26T13:37:58Z,024e72ea99cc7a736d839468d471b4248635409d66395fe66e0109b2fcf7fc17,a2e19222cd3a2bd6718bfe21dd51192e118516ff3642280bb7e4c4b0aec3c797
945,spring-projects/spring-kafka,2016-03-02T17:01:33Z,2023-06-22T02:21:40Z,2018-04-13T20:29:07Z,2018-04-23T21:24:13Z,084984c3b3534d17a52f03e2ee42694543f94c12cf429bb20d4543851862f22b,b1c01564ae45a98dbe5a02b9969bf405ad9fd9cacb1f39fdf18e6de69dca0e84
946,square/keywhiz,2015-03-25T13:31:39Z,2023-06-20T16:01:26Z,2016-12-05T19:12:19Z,2017-01-19T23:02:58Z,8f323ebd4fe9524330111cee61da47caed5a932f85357abdb86a8ba9aa56b3e3,ab241b39a242abf0ff8bda7e3686f3b624dec35c3c3f1fb8d6ea3052e344abd3
947,stanfordnlp/CoreNLP,2013-06-27T21:13:49Z,2023-06-12T05:59:36Z,2017-04-02T21:15:43Z,2018-02-23T06:36:03Z,92a0226f0f5e162ee07a31fe6bc255fb237ef93dd512bb24186a35418a92f1fb,186d72777b282ca8ef5fa7ea92a36f7603cd25eae235ab3f4d92499a63ace872
948,stanfordnlp/CoreNLP,2013-06-27T21:13:49Z,2023-06-12T05:59:36Z,2017-06-23T04:33:41Z,2018-02-25T00:27:06Z,6ea5399a32c48fdb9ed35d34390fc9c612613d2e6dd3749db2e0e0c7a33106dc,06a9166e7fc15dd58d9c60613af4bd3a91c0226e92c3e390e102441035c0503b
949,stanfordnlp/CoreNLP,2013-06-27T21:13:49Z,2023-06-12T05:59:36Z,2018-02-23T08:52:25Z,2018-02-25T00:27:06Z,794fdaba69fdf050168a662e47175eed8617337a5cbdaf20e15dae5f0beb3958,15a3215ff02db1dfd180cad06ec801ca0cfff5e9ca006ac636b08ae009c6aa74
950,stanfordnlp/CoreNLP,2013-06-27T21:13:49Z,2023-06-12T05:59:36Z,2018-02-23T08:52:25Z,2018-02-25T00:27:06Z,794fdaba69fdf050168a662e47175eed8617337a5cbdaf20e15dae5f0beb3958,15a3215ff02db1dfd180cad06ec801ca0cfff5e9ca006ac636b08ae009c6aa74
951,stanfordnlp/CoreNLP,2013-06-27T21:13:49Z,2023-06-12T05:59:36Z,2018-02-23T08:52:25Z,2018-02-25T00:27:06Z,794fdaba69fdf050168a662e47175eed8617337a5cbdaf20e15dae5f0beb3958,15a3215ff02db1dfd180cad06ec801ca0cfff5e9ca006ac636b08ae009c6aa74
952,stanfordnlp/CoreNLP,2013-06-27T21:13:49Z,2023-06-12T05:59:36Z,2018-02-23T08:52:25Z,2018-02-25T00:27:06Z,794fdaba69fdf050168a662e47175eed8617337a5cbdaf20e15dae5f0beb3958,15a3215ff02db1dfd180cad06ec801ca0cfff5e9ca006ac636b08ae009c6aa74
953,stanfordnlp/CoreNLP,2013-06-27T21:13:49Z,2023-06-12T05:59:36Z,2016-09-06T06:24:01Z,2016-09-06T06:35:12Z,6e3bce90e33cf63e84fe37216e11d54b0c8b78df31150bca5dce56fef42855a9,74ebef6bb27d4faa618ad8f6e0ff890a9470206796bc229f488de085192bfd5a
954,StarRocks/starrocks,2021-09-04T02:29:35Z,2023-06-21T17:24:31Z,2021-11-26T02:12:51Z,2021-12-19T08:22:02Z,c8f58fa8c0c7bdb4eed77601f071bb8e0e81256e8e83fb71a00b3f4c8c28f482,287d843fa542b4d9a27311bd666decf9ffd8144dd072da1ded4e4e5ed8434f70
955,StarRocks/starrocks,2021-09-04T02:29:35Z,2023-06-21T17:24:31Z,2022-07-19T01:49:12Z,2022-07-21T08:30:34Z,3cfe8979c97e4ca758096869ad76fba6536e8960935088ee9c4ba81fafd680bc,9395fb0ebe854d02aceb2cc52b89c9665a03ea3f2c4f37fb02d21d3b4197d92a
956,strapdata/elassandra,2015-08-22T13:52:08Z,2022-12-08T00:38:37Z,2015-08-22T13:52:08Z,2018-03-04T23:48:15Z,36011a931eb9a7f59c506190614f1c0c1d047657016c838a255e14f011a7f10c,daf61cdb8b06fbea361c30bfde24056a457918846bfb6784d18f79afd075374b
957,strongbox/strongbox,2013-08-01T23:27:37Z,2023-01-22T18:21:19Z,2014-10-22T17:14:23Z,2014-11-08T00:59:54Z,e6235eff3a88973a194373d262be0a886bad34527bd48fe81dde9a208b05eb16,af3ddd13a97aedfeed35994dd1cca50cb705851c5bc906c7a309fbb551c390db
958,syndesisio/syndesis,2017-10-02T17:26:55Z,2023-06-07T07:51:08Z,2019-07-23T14:22:54Z,2021-02-17T11:41:16Z,a79bdc4764c03e11dab399129577653d2f2cf73159537c03f017788608f623d0,9f7e8551ca9c0d1dcc1f5f05af307113d6e06cda3b3fa50de74cb2db31bc9fdc
959,syndesisio/syndesis,2017-10-02T17:26:55Z,2023-06-07T07:51:08Z,2018-03-15T13:04:28Z,2018-04-10T23:02:13Z,6ef1d3e7392a0ba7d18b496be8ba01e48ccaeb0be1bf41d33a0780fd06ed9966,9b0b8ce92fd4e6a4b2e23e41babe09ca9ff030b2d057ff6636b713a99d9171a2
960,syndesisio/syndesis,2017-10-02T17:26:55Z,2023-06-07T07:51:08Z,2018-03-05T07:17:51Z,2018-03-15T13:04:28Z,f6042879e5d4b4a9f70fca7bc39553d27c81b70fcefafaff18b89f248e4ff079,6ef1d3e7392a0ba7d18b496be8ba01e48ccaeb0be1bf41d33a0780fd06ed9966
961,syndesisio/syndesis,2017-10-02T17:26:55Z,2023-06-07T07:51:08Z,2017-10-02T17:26:55Z,2017-07-14T17:56:57Z,287dbd784ab38a7b38699be8bc54995d4eab820f6135189b1566ebe28a183b27,10f068b54bcb14eeeba248e69ccf7221b4d1916087bbea6a9b2f6e0781a1276b
962,syndesisio/syndesis,2017-10-02T17:26:55Z,2023-06-07T07:51:08Z,2020-04-29T12:28:53Z,2021-01-20T18:28:11Z,ba12c17b5f3bf2b21ba13f89abed8be3704de17faa7faa9897c3aea0ea4cafa7,264798f53635e7ba9a67f6a1871161d1f99b04bdee4e30b0f9b9f6156ac5ab4e
963,TEAMMATES/teammates,2014-05-02T07:43:00Z,2023-06-23T12:08:44Z,2017-12-31T04:44:49Z,2018-01-26T15:03:58Z,7b66bccee1d408620eb22322fb5b00acee649af0c6a55637260956f8618d2c84,65d58154a197840d5c56d410e0447516028fa5268d2442ef381b3c5d98fb209e
964,TEAMMATES/teammates,2014-05-02T07:43:00Z,2023-06-23T12:08:44Z,2018-01-09T08:49:55Z,2018-01-26T15:03:58Z,a1ee1ba7fa130b06921a34637d8f65ba752ca6e7a7db7be691e5fb42d5768705,d837d53d52ac7548c75d4f4bf9f506d91fc775ddf88d2eed9f767c4867aa1804
965,TEAMMATES/teammates,2014-05-02T07:43:00Z,2023-06-23T12:08:44Z,2017-07-04T05:43:37Z,2018-01-26T15:03:58Z,f38068097a5f21248ee1f739201d9e0dc454654c33432ec63da831ee295af833,b26fffcfea776c71560aafc45b004155b6376d93689576b7efa7b37cc7cd27c3
966,TeamNewPipe/NewPipe,2015-09-03T23:39:26Z,2023-06-20T20:25:54Z,2020-11-05T05:36:51Z,2020-11-21T08:17:13Z,d414d9d35790cd974160355fb6be5c329d84c2f4f596898dab6309b1338e60ed,be30ed22c266b33465b433f25219ea5682aca7e1cfc2171fddb575c31b60550c
967,TeamNewPipe/NewPipe,2015-09-03T23:39:26Z,2023-06-20T20:25:54Z,2019-07-03T00:07:21Z,2019-08-02T01:41:09Z,0ac41a8fee8a9570bd65c0b3e644c4cd8b999272e415a8d30e6e42ed04cee7a1,09306c7b03960e00543a9865b7ab7e2e53602ea205712406a830cc2af6545658
968,testwhat/SmaliEx,2015-02-25T09:24:51Z,2018-09-18T16:51:35Z,2015-03-16T18:40:58Z,2015-04-10T04:33:33Z,0cbaa4c37408a8122d27fdb92652bc2c9f49b754102f18bd9aa2feb64d0f0e03,9c5790a9dcea42917ce5294c012bd1d797cbadfcdaa253d030966a0f7f33c086
969,TIBCOSoftware/jasperreports,2016-09-05T10:43:22Z,2023-06-22T08:08:54Z,2019-03-18T07:37:07Z,2022-03-18T13:31:29Z,6aca45aa954413d0ee42b9bd34e4980fba993cb67452210d4f530c5e2aef76a8,7df059b372939efddc3e5ab3665a99c7c81ea10a0c5457fe751b4dc364a3f327
970,TIBCOSoftware/jasperreports,2016-09-05T10:43:22Z,2023-06-22T08:08:54Z,2019-03-18T07:37:07Z,2022-03-18T13:31:29Z,a930211fa95e3c03d2f7e69d5658601f72199fd01bc991c6c071cf679ac909ad,3f5637bc04e1ef0c8a8310b31d5f7529d65f0ad1325669930d4ee8184596e818
971,TIBCOSoftware/jasperreports,2016-09-05T10:43:22Z,2023-06-22T08:08:54Z,2022-01-04T20:35:03Z,2022-03-18T13:31:29Z,fc2f5a7a65980af68fbcf4ae57b11fa552347282330c43d06aa7f9ff223c9532,a2fa4086913f1e73e0832ef4d7cdcf1be840015c788a3903107c97b8a0f87915
972,TIBCOSoftware/jasperreports,2016-09-05T10:43:22Z,2023-06-22T08:08:54Z,2022-03-16T21:00:26Z,2022-03-18T13:31:29Z,edb71c73313a4ebedfe8c862d1d8ebbf2ca92b6c6be3163fbfec48832c0e99d7,7535a874c62c3f0c8dcaf3c39f1877aca5261aa081f19d5f1247a252de08c6e0
973,timusus/Shuttle,2017-02-21T11:06:23Z,2022-12-28T23:40:53Z,2017-03-24T08:02:50Z,2017-03-25T05:13:17Z,43ddd066112dd603e099dff55bb631ef5e1d311e2ff6ec75e1c33aaff4ad9c6e,2082bec6f020beec5f95c5e8f6583c44402ffa853c7feeed83456f751c4ccf15
974,timusus/Shuttle,2017-02-21T11:06:23Z,2022-12-28T23:40:53Z,2017-03-10T17:59:13Z,2017-03-25T05:13:17Z,773cea1b4137429f364853460790ece4827916a42e766a6a94e74a208e69b1b0,c35e277282870912a674f2cca965cdc9bbaae13f5785db1a681d321bc25f8cb5
975,timusus/Shuttle,2017-02-21T11:06:23Z,2022-12-28T23:40:53Z,2017-02-25T12:12:04Z,2017-03-25T05:13:17Z,f7616bb434a885a44342719a5fd1e5fffbd04b43e906ad560ff71aa3ac8b3baf,257dab4756204a85e16914cdafbb46d1c75b64d271576debd2639cc33f42e390
